id,x,y,size
A_34107,-33.41756820678711,-100.3144073486328,13.735679214364882
A_58661,112.44566345214844,43.66727066040039,9.749678888189676
A_61395,137.05087280273438,17.837839126586914,13.10651604883326
A_63763,-15.046385765075684,-38.41938018798828,17.047572997698218
A_16539,138.7610626220703,41.51335525512695,15.759739851412402
A_444448,143.90232849121094,218.5225524902344,11.210552907595485
A_30996,58.32560348510742,212.5487060546875,14.906494021544765
A_31231,144.29734802246094,216.65606689453125,12.472469877027324
A_31463,143.62799072265625,218.37722778320312,11.210552907595485
A_444445,144.57476806640625,218.8710021972656,11.210552907595485
A_444450,56.7098274230957,231.0323181152344,14.755889199031524
A_444449,143.86512756347656,218.83609008789065,11.210552907595485
A_444447,144.1061553955078,218.10379028320312,11.210552907595485
A_444446,143.637451171875,218.6414031982422,11.210552907595485
A_38400,144.6208953857422,218.7445373535156,11.210552907595485
A_444440,143.7959747314453,217.802734375,11.210552907595485
A_42451,141.01329040527344,220.15577697753903,13.697950386936052
A_42452,143.89012145996094,218.237548828125,11.210552907595485
A_444441,144.2034454345703,217.76934814453125,11.210552907595485
A_432493,143.793212890625,218.63365173339844,11.210552907595485
A_118088,149.80006408691406,210.82595825195312,15.117909677137703
A_112288,143.4440460205078,218.7102508544922,11.210552907595485
A_4545,143.63853454589844,219.05328369140625,11.210552907595485
A_444439,143.81332397460938,218.04052734375,11.210552907595485
A_57800,144.0834503173828,218.53082275390625,11.210552907595485
A_444451,192.24380493164065,190.7669219970703,13.659693866514058
A_444452,144.27883911132812,218.43804931640625,11.210552907595485
A_444442,144.1515350341797,218.198486328125,11.210552907595485
A_41025,144.38040161132812,218.73776245117188,11.210552907595485
A_64186,40.05696105957031,223.60678100585935,16.293967221798834
A_444436,144.51449584960938,218.8483428955078,11.210552907595485
A_444453,144.45909118652344,218.0730743408203,11.210552907595485
A_444435,144.3732147216797,219.14630126953125,11.210552907595485
A_444454,143.21865844726562,218.53451538085935,11.210552907595485
A_30953,277.07781982421875,8.058323860168457,14.51319148416864
A_31287,243.3410797119141,87.12966918945312,15.293028451124178
A_38505,162.11807250976562,205.6099090576172,10.194216366986437
A_543550,-30.602893829345703,227.62057495117188,16.664724348125418
A_44638,162.3315887451172,206.0807952880859,10.194216366986437
A_438981,162.5520477294922,203.40628051757812,13.501081516568831
A_46701,159.78085327148438,206.17581176757812,12.96124492307974
A_46718,162.85389709472656,206.32745361328125,10.194216366986437
A_46740,161.88125610351562,206.05747985839844,10.194216366986437
A_47145,162.5779571533203,203.5534210205078,13.501081516568831
A_29131,162.22210693359375,205.47560119628903,10.194216366986437
A_50932,162.26612854003906,205.8871612548828,10.194216366986437
A_51091,161.7204132080078,205.39370727539065,10.194216366986437
A_13600,162.84767150878906,205.7660369873047,10.194216366986437
A_56551,161.77598571777344,206.2789001464844,10.194216366986437
A_57546,162.98741149902344,206.0125732421875,10.194216366986437
A_61298,159.40420532226562,205.9041748046875,12.96124492307974
A_62204,161.9336395263672,205.73977661132812,10.194216366986437
A_64613,162.6351776123047,206.396240234375,10.194216366986437
A_65144,162.45208740234375,205.58917236328125,10.194216366986437
A_473413,200.71617126464844,97.0789794921875,10.69291990532469
A_473414,201.18116760253903,97.02335357666016,10.69291990532469
A_449164,201.01820373535156,97.26893615722656,10.69291990532469
A_473417,201.2891540527344,96.76531219482422,10.69291990532469
A_32562,200.77761840820312,96.68242645263672,10.69291990532469
A_115753,235.4400329589844,-292.8079833984375,16.886626776773877
A_449211,235.9868927001953,-284.2449951171875,14.729962022715913
A_114456,276.57940673828125,6.9937663078308105,15.593913528173827
A_39413,200.8368377685547,97.4453353881836,10.69291990532469
A_473412,200.4789581298828,96.86783599853516,10.69291990532469
A_473415,200.84275817871097,96.9813995361328,10.69291990532469
A_49107,204.79644775390625,93.90087127685548,19.0529625955497
A_50869,200.10533142089844,99.50699615478516,18.72877906873254
A_473080,201.14149475097656,97.5502471923828,10.69291990532469
A_473419,200.4665069580078,96.57916259765624,10.69291990532469
A_68533,88.75566101074219,-130.08456420898438,16.740709695976246
A_58286,34.31669998168945,-35.1865348815918,14.51319148416864
A_68695,200.4000244140625,97.3154296875,10.69291990532469
A_59540,201.59866333007812,97.36002349853516,12.412351047733612
